url,status,title,title_length,meta_description,meta_description_length,canonical,og_title,og_description,og_image,og_type,h1,h2,h3,word_count,collected_at
https://www.orangejelly.co.uk/licensees-guide/quiz-night-ideas,200,Quiz Night Ideas: 25 Pub Quiz Formats That Pack Tables,54,"25 quiz night ideas that fill pubs weekly. Formats, round ideas, and hosting tips from a pub that grew table bookings 403%. Steal our system.",141,https://www.orangejelly.co.uk/licensees-guide/quiz-night-ideas,Quiz Night Ideas: 25 Pub Quiz Formats That Pack Tables,"25 quiz night ideas that fill pubs weekly. Formats, round ideas, and hosting tips from a pub that grew table bookings 403%. Steal our system.",https://www.orangejelly.co.uk/images/blog/quiz-night-ideas.png,article,Quiz Night Ideas: 25 Formats That Pack Your Pub Every Week,Cluster 1: Format upgrades | Cluster 2: Interactive rounds | Cluster 3: Theme nights | Cluster 4: Prize and loyalty mechanics | Hosting tips that matter | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly,944,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/nobody-books-tables-anymore,200,Pub Table Bookings vs Walk-Ins: The Right Balance,49,"Master pub bookings and walk-ins with the golden ratio. No-show prevention, time slots, and a simple system that maximises covers nightly.",138,https://www.orangejelly.co.uk/licensees-guide/nobody-books-tables-anymore,Pub Table Bookings vs Walk-Ins: The Right Balance,"Master pub bookings and walk-ins with the golden ratio. No-show prevention, time slots, and a simple system that maximises covers nightly.",https://www.orangejelly.co.uk/images/blog/nobody-books-tables-anymore.png,article,Nobody Books Tables Anymore? Master the Art of Walk-ins vs Reservations,The Booking Paradox | The Golden Ratio | The No-Show Solution | Walk-In Management | Technology Without Losing Soul | Day-by-Day Strategy | Special Events Management | Staff Training Essentials | Common Mistakes to Avoid | Metrics That Matter | The Seasonal Adjustment | Your New Booking System | The Results You'll See | Frequently Asked Questions | Keep reading,Should I use an online booking system? | How do I handle regular customers who just show up? | What about people who book multiple restaurants? | Should I charge for no-shows? | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Orange Jelly,1725,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/results,200,Pub Marketing Results - Proven at The Anchor | Orange Jelly,59,"Pub marketing results from The Anchor: Google Search visibility +828%, table bookings +403%, food revenue +98%. See what works.",127,https://www.orangejelly.co.uk/results,Pub Marketing Results - Proven at The Anchor | Orange Jelly,"Pub marketing results from The Anchor: Google Search visibility +828%, table bookings +403%, food revenue +98%. See what works.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Real Hospitality Results From The Anchor,Search Optimisation That Drives Real Revenue | Losing Covers to No-Shows? | The Numbers Don't Lie | How We Did It | This Isn't Theory | Let's Fix Your Biggest Problem First,The Problem | What We Tried First (Failed!) | What Actually Worked | The Results | Time Investment | What We Learned | How The Anchor Filled Empty Tables | How The Anchor Grew Food Revenue by 98% | How The Anchor Grew Google Search Visibility by 828% | What This Means For You | Orange Jelly,871,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-epos-system-guide,200,The Complete Guide to Pub EPOS Systems in 2026,46,"What to look for in a pub EPOS system. Key features, integration checklist, and how to use till data to grow revenue. Written by a working licensee.",148,https://www.orangejelly.co.uk/licensees-guide/pub-epos-system-guide,The Complete Guide to Pub EPOS Systems in 2026,"What to look for in a pub EPOS system. Key features, integration checklist, and how to use till data to grow revenue. Written by a working licensee.",https://www.orangejelly.co.uk/images/blog/pub-epos-system-guide.svg,article,The Complete Guide to Pub EPOS Systems in 2026,Why your EPOS choice matters more than you think | The features that actually matter for pubs | How to evaluate an EPOS system (without getting sold to) | Using your EPOS data to grow revenue | Your EPOS action plan | Common objections (and honest answers) | The bottom line | Keep reading,"1. Stock management and GP tracking | 2. Real-time reporting and dashboards | 3. Table management and service flow | 4. Integration with other systems | 5. Speed and ease of use | 6. Offline capability | Start with your pain points | Get references from similar pubs | Understand the total cost | Insist on a trial period | The weekly data review | Spot the revenue leaks | Set targets and track them | Week 1: Audit what you have | Week 2: Define your requirements | Week 3: Research and shortlist | Week 4: Demo, negotiate, decide | Ongoing: Review data weekly | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Orange Jelly",2937,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/staff-motivation-hacks-no-pay-rise,200,Pub Staff Motivation When Pay Rises Are Off,43,"Motivate pub staff without pay rises. Recognition rituals, skill swaps, and micro-incentives that keep your best people engaged and loyal.",138,https://www.orangejelly.co.uk/licensees-guide/staff-motivation-hacks-no-pay-rise,Pub Staff Motivation When Pay Rises Are Off,"Motivate pub staff without pay rises. Recognition rituals, skill swaps, and micro-incentives that keep your best people engaged and loyal.",https://www.orangejelly.co.uk/images/blog/staff-motivation-hacks-no-pay-rise.png,article,Staff Motivation Hacks When You Can't Afford Pay Rises,1. Make recognition daily | 2. Offer choice and flexibility | 3. Invest in development time | 4. Use micro-incentives | 5. Share the numbers | 6. Upgrade the staff experience | Common mistakes | Quick checklist | Mini FAQ | Keep reading,We do this for pubs every week | How we can help | Peter Pitcher | Keep exploring proven tactics | Pub Recruitment: How to Hire (and Keep) Great Bar Staff | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Orange Jelly,874,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/partnering-local-brands-share-marketing,200,Pub Brand Partnerships & Co-Branding to Cut Marketing Costs,59,"Share pub marketing costs by partnering with local brands. Co-branded campaigns, contract templates, and distribution swaps that fill both calendars.",149,https://www.orangejelly.co.uk/licensees-guide/partnering-local-brands-share-marketing,Pub Brand Partnerships & Co-Branding to Cut Marketing Costs,"Share pub marketing costs by partnering with local brands. Co-branded campaigns, contract templates, and distribution swaps that fill both calendars.",https://www.orangejelly.co.uk/images/blog/partnering-local-brands-share-marketing.png,article,Partnering with Local Brands to Share Marketing Costs,Step 1: Define the audience gap | Step 2: Shortlist and pitch | Step 3: Co-create the offer | Step 4: Put agreements in writing | Step 5: Share marketing assets | Step 6: Measure and debrief | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Your Pub Marketing Plan for 2026: Month-by-Month Guide | Instagram Marketing for Pubs: Turn Food Photos Into Foot Traffic | Orange Jelly,875,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/how-to-run-successful-pub-events,200,How to Run Successful Pub Events (Complete Guide),49,"The complete guide to profitable pub events. Planning, promotion, and execution systems that grew our table bookings 403%. Templates included.",142,https://www.orangejelly.co.uk/licensees-guide/how-to-run-successful-pub-events,How to Run Successful Pub Events (Complete Guide),"The complete guide to profitable pub events. Planning, promotion, and execution systems that grew our table bookings 403%. Templates included.",https://www.orangejelly.co.uk/images/blog/how-to-run-successful-pub-events.png,article,How to Run Successful Pub Events: A Complete Guide to Profitable Functions,Pub Event Ideas That Actually Make Money | Step 1: Choose the Right Concept | Step 2: Build the Pricing Model | Step 3: Promote Early and Consistently | Step 4: Run the Night With a Script | Step 5: Follow Up Within 48 Hours | Step 6: Track What Works and Iterate | Common Event Mistakes to Avoid | Building Your Events Calendar | Making Events Pay for Themselves | Your Event Launch Checklist | The Bottom Line | Keep reading,"The Reliable Money-Makers | Events for Specific Nights | Free Entry, Drink Revenue | Ticketed or Deposit | Bundle Pricing | The 3-Week Promotion Plan | Channels That Work for Pubs | Sample Run Sheet: Quiz Night | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly",3087,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/zero-waste-stock-management-pubs,200,Zero-Waste Pub Stock Management (Survival Mode),47,"Protect every pound of GP with disciplined pub stock control. Counting rhythms, shared-ingredient menus, and waste KPIs that cut shrinkage fast.",144,https://www.orangejelly.co.uk/licensees-guide/zero-waste-stock-management-pubs,Zero-Waste Pub Stock Management (Survival Mode),"Protect every pound of GP with disciplined pub stock control. Counting rhythms, shared-ingredient menus, and waste KPIs that cut shrinkage fast.",https://www.orangejelly.co.uk/images/blog/zero-waste-stock-management-pubs.png,article,Zero-Waste Stock Management for Pubs in Survival Mode,"Step 1: Count more often, not deeper | Step 2: Engineer menus around shared ingredients | Step 3: Portion control is culture | Step 4: FIFO is not optional | Step 5: Turn waste into revenue | Step 6: Share waste KPIs publicly | Step 7: Train before you buy tech | Common mistakes | Quick checklist | Mini FAQ | Keep reading",Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Orange Jelly,853,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/pub-marketing-agency,200,Pub Marketing Agency for Independent Pubs & Bars,48,"A pub marketing agency run by a working licensee, not account managers. Social, events, paid ads, and local SEO built for independent pubs. Packages from £375 + VAT.",165,https://www.orangejelly.co.uk/pub-marketing-agency,Pub Marketing Agency for Independent Pubs & Bars,"A pub marketing agency run by a working licensee, not account managers. Social, events, paid ads, and local SEO built for independent pubs. Packages from £375 + VAT.",https://www.orangejelly.co.uk/images/og-default.jpg,website,A Hospitality Marketing Agency That Actually Runs a Pub,Why Most Hospitality Marketing Agencies Miss the Mark | Real Numbers From a Real Pub | Clear Packages. Honest Pricing. | How Working With Us Works | Common Questions About Hospitality Marketing Agencies | Ready to Work With a Hospitality Marketing Agency That Gets It?,"Run by a licensee | Tested at The Anchor | Clear packages | Growth Fix | Momentum Month | Growth Partner | Turnaround Intensive | This is for you if... | This is not for you if... | What makes you different from a normal hospitality marketing agency? | Do you work with pubs outside London and the South East? | How much does a hospitality marketing agency cost? | Can you help with social media, events, and menus — or just one thing? | How quickly will I see results from pub marketing? | Orange Jelly",1002,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-recruitment-hiring-bar-staff,200,Pub Recruitment: How to Hire (and Keep) Great Bar Staff,55,"How to hire and keep great pub staff. Where to find candidates, job ad templates, interview red flags, onboarding plans, and retention strategies from a working licensee.",170,https://www.orangejelly.co.uk/licensees-guide/pub-recruitment-hiring-bar-staff,Pub Recruitment: How to Hire (and Keep) Great Bar Staff,"How to hire and keep great pub staff. Where to find candidates, job ad templates, interview red flags, onboarding plans, and retention strategies from a working licensee.",https://www.orangejelly.co.uk/images/blog/pub-recruitment-hiring-bar-staff.svg,article,Pub Recruitment: How to Hire (and Keep) Great Bar Staff,"The recruitment crisis is real, but it is not hopeless | Where to find staff | Writing job ads that actually work | Interview red flags and green lights | Trial shifts: do them properly | Onboarding: the first week matters most | Retention: why good people leave and how to stop it | Chef recruitment: a special case | Building a recruitment pipeline | Your action plan | The bottom line | Keep reading","Word of mouth — your best channel | Social media — free and targeted | Local colleges and training providers | Job boards — use selectively | Recruitment agencies — last resort for most pubs | Lead with what you offer, not what you need | Be specific about the role | Be honest about the hard parts | Include a clear call to action | Red flags | Green lights | The rules | What to watch for | Day one | Days two to five | End of week one | The real reasons pub staff leave | What keeps people | Where to find chefs | What chefs want | Keep a shortlist | Stay visible as an employer | Build college relationships | Review and improve continuously | This week | This month | This quarter | We do this for pubs every week | How we can help | Peter Pitcher | Keep exploring proven tactics | Staff Motivation Hacks When You Can't Afford Pay Rises | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Orange Jelly",3501,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-accessibility-welcoming-guide,200,Pub Accessibility: Making Your Venue Welcoming for Everyone,59,"Make your pub accessible, dog friendly, and family friendly. Equality Act 2010 requirements, practical improvements, and the business case for welcoming everyone.",162,https://www.orangejelly.co.uk/licensees-guide/pub-accessibility-welcoming-guide,Pub Accessibility: Making Your Venue Welcoming for Everyone,"Make your pub accessible, dog friendly, and family friendly. Equality Act 2010 requirements, practical improvements, and the business case for welcoming everyone.",https://www.orangejelly.co.uk/images/blog/pub-accessibility-welcoming-guide.svg,article,Pub Accessibility: Making Your Venue Welcoming for Everyone,The legal position: Equality Act 2010 | Practical accessibility improvements | The business case for accessibility | Making your pub dog friendly | Making your pub family friendly | Making everyone welcome without losing your identity | Your action plan | Results you can expect | The bottom line | Keep reading,"What the Act says | What ""reasonable"" actually means | The consequences of non-compliance | Low cost (under 500 pounds) | Medium cost (500 to 3,000 pounds) | Higher investment (3,000 pounds plus) | What it takes | The rules | The benefits | Assistance dogs | The essentials | Beyond the basics | Safeguarding | Zoning is your friend | Communicate the changes | Let your staff lead | Keep what makes you special | Week 1: Audit | Week 2: Quick wins | Week 3 to 4: Plan and communicate | Month 2 to 3: Medium-cost improvements | Month 3 to 6: Bigger projects | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Orange Jelly",3594,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/summer-moments-simple-campaigns,200,Summer Pub Campaigns: Simple Ideas May to August,48,"An inspiring idea bank of simple summer campaigns for pub teams. Bank holidays, sunny Fridays, and seasonal formats that drive footfall May to August.",150,https://www.orangejelly.co.uk/licensees-guide/summer-moments-simple-campaigns,Summer Pub Campaigns: Simple Ideas May to August,"An inspiring idea bank of simple summer campaigns for pub teams. Bank holidays, sunny Fridays, and seasonal formats that drive footfall May to August.",https://www.orangejelly.co.uk/images/blog/summer-moments-simple-campaigns.png,article,"Summer Moments, Simple Campaigns: an inspiring idea bank for pub teams (May to Aug)","The summer mindset: build moments, not “events” | A plug-and-play summer framework you can reuse all season | Bank Holiday weekends: simple formats that work in most pubs | Father’s Day: food-led, plus last-minute walk-in angles | The Cider Weekender: a mini-festival concept with huge energy | Wimbledon and Royal Ascot: premium but easy, dress-up optional | Wine brochure moments: tasting nights pubs can run without specialists | Bonus: turn “national drink days” into micro-moments without overwhelm | Make your activations feel bigger with tiny marketing moves | A big list of thought starters you can mix and match | Your next step: choose your summer story | Keep reading","1) One promise beats ten activities | 2) Make it easy to join in | 3) Create theatre with simple signals | 4) Build in a “second round” and a “second reason” | 5) Include everyone | The 4-part activation formula | Format 1: The Garden Party Weekend | Format 2: The Big Bank Holiday Quiz, but upgraded | Format 3: Live music, but with a story | Format 4: Community Weekend | Format 5: The Bank Holiday “Mini-Festival” | The three Father’s Day audiences to design for | Food-led activation ideas that feel special but stay simple | Idea 1: The “Dad’s Favourite” board | Last-minute walk-in angles that actually work | Make a walk-in plan, then advertise it | Speed up the kitchen without shrinking the experience | Give walk-ins a reward for showing up | The core concept | Five ways to run it, from simplest to biggest | Version 1: The “Try 3” flight | Version 2: The “Passport and prize” weekender | Version 3: The “Pairing menu” approach | Version 4: The “Meet the maker” without the pressure | Version 5: The “Mini-festival schedule” | Make it inclusive and modern | The theatre that makes it shareable | Wimbledon: ideas that feel stylish without feeling fussy | Build a “Centre Court” afternoon | Create rituals guests can join instantly | Turn it into a social occasion | Royal Ascot: premium energy, easy execution | The premium-but-easy approach | Keep dress-up genuinely optional | Make it interactive without making it awkward | The easiest wine tasting format: “6 wines, 3 minutes each” | Wine night formats that work brilliantly in pubs | Format 1: “Around the world” | Format 2: “Grape versus grape” | Format 3: “Light to rich” | Format 4: “Wine and cheese, simplified” | Format 5: “Blind tasting, no pressure” | Format 6: “Speed tasting social” | How to run it without specialists | The upsell that feels natural | The hero serve strategy | Micro-moment ideas that take 10 minutes to set up | The three places your message must show up | Staff scripts: the simplest high-impact tool | Make it photographic | Create a simple rhythm | Naming ideas | Low-lift interactive ideas | Premium cues without premium cost | Food-led anchors that sell well in summer | Inclusive options that broaden your audience | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly",3571,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/ways-to-work/momentum-month,200,Momentum Month — Ongoing Pub Marketing Support | £900/mo + VAT,62,"Ongoing monthly pub marketing support. One clear objective, weekly priorities, and hands-on help for £900/mo + VAT. Build consistent momentum.",142,https://www.orangejelly.co.uk/ways-to-work/momentum-month,Momentum Month — Ongoing Pub Marketing Support | £900/mo + VAT,"Ongoing monthly pub marketing support. One clear objective, weekly priorities, and hands-on help for £900/mo + VAT. Build consistent momentum.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Momentum Month,What's included | Light-touch support | Available as add-ons | To keep this package focused | How it works | Results from The Anchor | Ready to get started?,Flexible payment options available | Orange Jelly,533,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/boardgame-night-101,200,Boardgame Night 101: Fill Quiet Pub Mondays,43,"Run a board game night that fills Monday tables. Zone layouts, game picks, loyalty mechanics, and food pairings from a working pub toolkit.",139,https://www.orangejelly.co.uk/licensees-guide/boardgame-night-101,Boardgame Night 101: Fill Quiet Pub Mondays,"Run a board game night that fills Monday tables. Zone layouts, game picks, loyalty mechanics, and food pairings from a working pub toolkit.",https://www.orangejelly.co.uk/images/blog/boardgame-night-101.png,article,Boardgame & Team Night 101: Licensee Guide,Why Board Game Nights Work | Pick a Format | Curate a Starter Library | Teaching Scripts (copy-ready) | Space and Flow | Run-of-Show (150 minutes) | Community and Retention | Food and Drink Pairings | Budget and Kit | Accessibility and Inclusion | Marketing Toolkit | Compliance & Housekeeping | Metrics to Track | FAQs | Need backup? | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly,1572,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/food-allergies-gdpr-compliance,200,Pub Allergen and GDPR Compliance Made Simple,44,"Simple allergen and GDPR compliance systems for pubs. Spreadsheet templates, staff scripts, and data handling that prevent costly fines.",136,https://www.orangejelly.co.uk/licensees-guide/food-allergies-gdpr-compliance,Pub Allergen and GDPR Compliance Made Simple,"Simple allergen and GDPR compliance systems for pubs. Spreadsheet templates, staff scripts, and data handling that prevent costly fines.",https://www.orangejelly.co.uk/images/blog/food-allergies-gdpr-compliance.png,article,Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down,Part 1: Allergen safety system | Part 2: GDPR basics for pubs | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Pub Toilet Refurbishment: Make a Great Impression on a Budget | Orange Jelly,919,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/kitchen-nightmares-chef-quits,200,Chef Walked Out? Pub Kitchen Emergency Protocol,47,"Your pub chef just quit mid-service. Emergency protocol for the first 10 minutes, plus a prevention system so it never happens again.",133,https://www.orangejelly.co.uk/licensees-guide/kitchen-nightmares-chef-quits,Chef Walked Out? Pub Kitchen Emergency Protocol,"Your pub chef just quit mid-service. Emergency protocol for the first 10 minutes, plus a prevention system so it never happens again.",https://www.orangejelly.co.uk/images/blog/kitchen-nightmares-chef-quits.png,article,Kitchen Nightmares: When Your Chef Quits on a Saturday Night,The First 10 Minutes (Crisis Mode) | The Next Hour (Damage Control) | The Rest of the Night (Recovery) | The Prevention System (Never Again) | The Backup Plans | Building Chef Loyalty (Prevention Better Than Cure) | Your Crisis Prevention Plan | The Success Stories | The Silver Lining | Frequently Asked Questions | Keep reading,Success Stories from Real Pubs | Should I close if my chef walks out? | How do I stop my chef from leaving? | What's the minimum kitchen skill I need as an owner? | Should I hire agency chefs as backup? | Need help putting this into practice? | How we can help | Peter Pitcher | Keep exploring proven tactics | How to Fill Empty Pub Tables: 15 Strategies That Actually Work | Community Outreach Ideas That Reintroduce Your Pub to the Neighbourhood | Start Planning Christmas Now: 30 Festive Ideas to Secure December Bookings Early | Orange Jelly,1793,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-event-template-profit-nights,200,Pub Event Template for Guaranteed Profit Nights,47,"Reusable pub event blueprint: 6-week timeline, pre-sales, sponsor lock-in, and post-event upsells so every activation hits profit targets.",138,https://www.orangejelly.co.uk/licensees-guide/pub-event-template-profit-nights,Pub Event Template for Guaranteed Profit Nights,"Reusable pub event blueprint: 6-week timeline, pre-sales, sponsor lock-in, and post-event upsells so every activation hits profit targets.",https://www.orangejelly.co.uk/images/blog/pub-event-template-profit-nights.png,article,The Ultimate Pub Event Template for Guaranteed Profit Nights,Six-week timeline | Pricing formula | Staffing and ops | Promotion stack | On-the-night playbook | Post-event | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly,894,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/menu-engineering-lift-average-spend,200,Menu Engineering for Pubs: Lift Average Spend,45,"Menu engineering tactics for pubs: layout tricks, pricing ladders, and language tweaks that lift average spend. Proven at The Anchor.",133,https://www.orangejelly.co.uk/licensees-guide/menu-engineering-lift-average-spend,Menu Engineering for Pubs: Lift Average Spend,"Menu engineering tactics for pubs: layout tricks, pricing ladders, and language tweaks that lift average spend. Proven at The Anchor.",https://www.orangejelly.co.uk/images/blog/menu-engineering-lift-average-spend.png,article,Menu Engineering Tricks to Lift Average Spend Fast,Step 1: Categorise the menu by profit and popularity | Step 2: Put your stars where eyes land | Step 3: Use decoys and anchors | Step 4: Build add-on lines | Step 5: Pair food and drink on the menu | Step 6: Train the team on three scripts | Step 7: Run a two-week test | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | How to Attract Families to Your Pub: Activities That Fill Tables | Why Your EPOS Data Is the Key to a Revenue Comeback | Energy Bill Shock? Immediate Ways to Cut Venue Costs | Orange Jelly,1022,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/category/operations,200,Operations - The Licensee's Guide | Orange Jelly,48,"Day-to-day pub management, systems, compliance, and licensing",61,https://www.orangejelly.co.uk/licensees-guide/category/operations,Operations - The Licensee's Guide | Orange Jelly,"Day-to-day pub management, systems, compliance, and licensing",https://www.orangejelly.co.uk/images/og-default.jpg,website,Operations,,"Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Pub Toilet Refurbishment: Make a Great Impression on a Budget | Pub VAT and Accounting: The Landlord's Plain-English Guide | Pub Accessibility: Making Your Venue Welcoming for Everyone | Cellar Management: How to Keep Your Beer Perfect and Your Waste Low | Harnessing Delivery and Click & Collect Without Killing Service | Pub Wages and Labour Costs: What to Pay and How to Control Costs | Pub Health and Safety: The Licensee's Practical Checklist | Zero-Waste Stock Management for Pubs in Survival Mode | The Complete Guide to Pub EPOS Systems in 2026 | PRS and PPL Music Licensing for Pubs: What You Actually Pay | How to Get (and Keep) a 5-Star Food Hygiene Rating | Pub Insurance: What Cover You Need and What It Costs | Pub Licensing Explained: Premises Licences, Personal Licences & TENs | Pub Business Plan: Free Template & Step-by-Step Guide | Buying a Pub: The Complete UK Guide for First-Time Buyers | From Quiet to Buzzing: Rebooting Your Pub's Atmosphere on a Budget | How to Run a Pub: The Licensee's Essential Guide | The Complete Guide to Pub Leases, Tenancies and Brewery Ties | Nobody Books Tables Anymore? Master the Art of Walk-ins vs Reservations | Low-Cost Decor Refreshes that Signal 'New and Improved' | Orange Jelly",1120,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/pub-marketing-hampshire,200,Pub Marketing in Hampshire — Results-Driven Help | Orange Jelly,63,"Pub marketing for Hampshire pubs in Winchester, Southampton, Portsmouth, and beyond. Proven systems from a working licensee. Packages from £375 + VAT.",150,https://www.orangejelly.co.uk/pub-marketing-hampshire,Pub Marketing in Hampshire — Results-Driven Help | Orange Jelly,"Pub marketing for Hampshire pubs in Winchester, Southampton, Portsmouth, and beyond. Proven systems from a working licensee. Packages from £375 + VAT.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Pub Marketing for Hampshire Pubs,What works in Hampshire (and what doesn't) | What's working for Hampshire pubs right now | Where to start | Also Serving Pubs Across the South East | Want more customers through the door in Hampshire? | Common Questions,Summer coastal and New Forest trade | Cruise terminal and port trade | Build a winter-proof local following | Student and young professional trade | Start with pub marketing fundamentals | Build midweek momentum | Stop falling trade | Can you help with seasonal trade swings in Hampshire? | Do you work with coastal pubs and New Forest venues? | Can you help a pub near Southampton's cruise terminal? | Orange Jelly,652,2026-07-07T06:12:25.467642+00:00
